ref_name,dis_name,trc,cvvdp,vmaf,wtpsnr,psnrl100,deltae
Buildings2.mp4,Buildings2_AVS3_QP40.mp4,HLG,9.096529007,91.045407,132.696000,27.233000,25.961000
Buildings2.mp4,Buildings2_AVS3_QP44.mp4,HLG,8.708719254,88.194707,129.466000,26.590000,25.410000
Buildings2.mp4,Buildings2_AVS3_QP48.mp4,HLG,8.188391685,84.297169,126.380000,25.882000,24.869000
Buildings2.mp4,Buildings2_DCVC-RT_QP0.mp4,HLG,6.551369667,69.512950,117.192000,23.862000,23.321000
Buildings2.mp4,Buildings2_DCVC-RT_QP10.mp4,HLG,7.907775402,80.893465,126.061000,25.460000,24.785000
Buildings2.mp4,Buildings2_DCVC-RT_QP21.mp4,HLG,8.509783745,85.242065,130.162000,26.245000,25.498000
Buildings2.mp4,Buildings2_DCVC-RT_QP42.mp4,HLG,9.331110954,92.569858,137.509000,27.703000,26.749000
Buildings2.mp4,Buildings2_EEM_QP0.mp4,HLG,9.487068176,94.221663,136.558000,27.717000,26.475000
Buildings2.mp4,Buildings2_EEM_QP1.mp4,HLG,9.096958160,90.699097,129.969000,26.875000,25.707000
Buildings2.mp4,Buildings2_EEM_QP2.mp4,HLG,8.777627945,88.506851,127.126000,26.372000,25.176000
Buildings2.mp4,Buildings2_EEM_QP3.mp4,HLG,7.620444298,79.122661,119.486000,24.792000,23.640000
Buildings2.mp4,Buildings2_LTM_QP21_2910.mp4,HLG,9.516956329,95.748934,136.825000,27.775000,26.752000
Buildings2.mp4,Buildings2_LTM_QP38_4059.mp4,HLG,7.351512909,77.958108,121.487000,24.884000,24.092000
Buildings2.mp4,Buildings2_NNVC_QP27.mp4,HLG,9.595535278,95.124691,138.960000,28.533000,27.064000
Buildings2.mp4,Buildings2_NNVC_QP42.mp4,HLG,7.827912331,81.562695,124.222000,25.515000,24.519000
Buildings2.mp4,Buildings2_VTM_QP27.mp4,HLG,9.577051163,94.917138,138.353000,28.446000,26.963000
Buildings2.mp4,Buildings2_VTM_QP37.mp4,HLG,8.744153023,88.321074,129.317000,26.623000,25.414000
Buildings2.mp4,Buildings2_VTM_QP42.mp4,HLG,7.801630020,81.306423,124.551000,25.423000,24.548000
Buildings2.mp4,Buildings2_VTM_QP47.mp4,HLG,6.418313980,69.977137,119.159000,24.074000,23.526000
Chimera13_1000nit.mp4,Chimera13_1000nit_AVS3_QP36.mp4,PQ,9.305871964,94.644240,148.579000,39.027000,35.067000
Chimera13_1000nit.mp4,Chimera13_1000nit_AVS3_QP40.mp4,PQ,9.051500320,91.301128,145.151000,38.246000,34.579000
Chimera13_1000nit.mp4,Chimera13_1000nit_AVS3_QP44.mp4,PQ,8.719532967,86.413977,141.676000,37.377000,34.091000
Chimera13_1000nit.mp4,Chimera13_1000nit_AVS3_QP48.mp4,PQ,8.349643707,80.749852,137.914000,36.545000,33.562000
Chimera13_1000nit.mp4,Chimera13_1000nit_AlphaVC-P_QP1.mp4,PQ,9.331897736,92.347301,144.347000,38.070000,33.817000
Chimera13_1000nit.mp4,Chimera13_1000nit_AlphaVC-P_QP2.mp4,PQ,9.183850288,89.482939,142.307000,37.651000,33.618000
Chimera13_1000nit.mp4,Chimera13_1000nit_AlphaVC-P_QP3.mp4,PQ,8.835257530,84.074281,138.005000,36.717000,33.349000
Chimera13_1000nit.mp4,Chimera13_1000nit_AlphaVC-P_QP4.mp4,PQ,8.363632202,76.949238,133.541000,35.786000,32.967000
Chimera13_1000nit.mp4,Chimera13_1000nit_AlphaVC-P_QP5.mp4,PQ,7.699179173,67.828813,128.651000,34.687000,32.427000
Chimera13_1000nit.mp4,Chimera13_1000nit_DCVC-RT_QP13.mp4,PQ,7.387237549,71.750423,130.957000,35.036000,32.747000
Chimera13_1000nit.mp4,Chimera13_1000nit_DCVC-RT_QP25.mp4,PQ,8.199653625,82.649784,137.298000,36.489000,33.648000
Chimera13_1000nit.mp4,Chimera13_1000nit_DCVC-RT_QP38.mp4,PQ,8.825710297,91.305069,143.498000,37.954000,34.428000
Chimera13_1000nit.mp4,Chimera13_1000nit_DCVC-RT_QP50.mp4,PQ,9.245664597,96.288472,148.592000,39.167000,35.078000
Chimera13_1000nit.mp4,Chimera13_1000nit_EEM_QP0.mp4,PQ,9.328272820,96.721488,148.642000,38.901000,34.556000
Chimera13_1000nit.mp4,Chimera13_1000nit_EEM_QP1.mp4,PQ,8.851117134,91.738311,142.880000,37.660000,33.865000
Chimera13_1000nit.mp4,Chimera13_1000nit_EEM_QP2.mp4,PQ,8.581366539,88.187418,139.265000,37.013000,33.002000
Chimera13_1000nit.mp4,Chimera13_1000nit_EEM_QP3.mp4,PQ,7.764291763,76.242065,129.039000,35.277000,30.478000
Chimera13_1000nit.mp4,Chimera13_1000nit_NNVC_QP22.mp4,PQ,9.812083244,99.620818,157.309000,41.447000,36.503000
Chimera13_1000nit.mp4,Chimera13_1000nit_NNVC_QP27.mp4,PQ,9.640176773,97.956280,152.655000,40.353000,35.783000
Chimera13_1000nit.mp4,Chimera13_1000nit_NNVC_QP32.mp4,PQ,9.327386856,94.424388,147.167000,39.105000,35.010000
Chimera13_1000nit.mp4,Chimera13_1000nit_NNVC_QP42.mp4,PQ,8.275495529,79.914282,135.177000,36.477000,33.083000
Chimera13_1000nit.mp4,Chimera13_1000nit_QP27_3316.mp4,PQ,9.199300766,92.570939,145.181000,38.554000,34.966000
Chimera13_1000nit.mp4,Chimera13_1000nit_QP35_3856.mp4,PQ,8.318604469,78.840807,138.097000,36.424000,34.103000
Chimera13_1000nit.mp4,Chimera13_1000nit_QP37_3991.mp4,PQ,8.017927170,74.539348,135.549000,35.874000,33.719000
Chimera13_1000nit.mp4,Chimera13_1000nit_QP42_4329.mp4,PQ,7.194344044,62.681388,131.101000,34.557000,33.087000
Chimera13_1000nit.mp4,Chimera13_1000nit_VTM_QP27.mp4,PQ,9.606402397,96.696725,151.817000,39.971000,35.879000
Chimera13_1000nit.mp4,Chimera13_1000nit_VTM_QP35.mp4,PQ,8.976873398,87.597317,145.067000,37.871000,35.057000
Chimera13_1000nit.mp4,Chimera13_1000nit_VTM_QP37.mp4,PQ,8.736330986,84.063300,142.502000,37.306000,34.657000
Chimera13_1000nit.mp4,Chimera13_1000nit_VTM_QP42.mp4,PQ,8.073206902,74.146801,137.950000,35.945000,34.029000
Chimera13_1000nit.mp4,Chimera13_1000nit_VTM_QP47.mp4,PQ,7.231945038,61.958812,132.863000,34.550000,33.172000
Chimera2_1000nit.mp4,Chimera2_1000nit_AVS3_r2.mp4,PQ,9.355587006,91.393559,145.904000,36.978000,34.536000
Chimera2_1000nit.mp4,Chimera2_1000nit_AVS3_r4.mp4,PQ,8.244793892,81.093776,139.694000,35.694000,33.720000
Chimera2_1000nit.mp4,Chimera2_1000nit_EEM_r4.mp4,PQ,6.025280476,66.820245,130.001000,34.261000,32.287000
Chimera2_1000nit.mp4,Chimera2_1000nit_LTM_r1.mp4,PQ,9.562423706,95.056548,145.517000,36.999000,34.546000
Chimera2_1000nit.mp4,Chimera2_1000nit_LTM_r2.mp4,PQ,9.242368698,90.813086,142.691000,36.443000,34.196000
Chimera2_1000nit.mp4,Chimera2_1000nit_LTM_r3.mp4,PQ,8.461181641,83.205373,139.863000,35.722000,33.840000
Chimera2_1000nit.mp4,Chimera2_1000nit_LTM_r4.mp4,PQ,7.187089920,73.975272,137.065000,35.021000,33.465000
Chimera2_1000nit.mp4,Chimera2_1000nit_VTM_r2.mp4,PQ,8.810773849,85.432803,142.876000,36.235000,34.198000
Chimera2_1000nit.mp4,Chimera2_1000nit_VTM_r3.mp4,PQ,6.841708660,71.327446,137.558000,34.896000,33.461000
Chimera3_1000nit.mp4,Chimera3_1000nit_AVS3_r3.mp4,PQ,7.324905872,84.102700,126.437000,33.098000,30.798000
Chimera3_1000nit.mp4,Chimera3_1000nit_EEM_r4.mp4,PQ,3.855707645,53.002857,115.605000,30.630000,29.290000
Chimera3_1000nit.mp4,Chimera3_1000nit_LTM_r1.mp4,PQ,9.359849930,99.084539,132.641000,35.091000,31.458000
Chimera3_1000nit.mp4,Chimera3_1000nit_NNVC_r1.mp4,PQ,9.832645416,99.996056,143.752000,37.423000,33.026000
Chimera3_1000nit.mp4,Chimera3_1000nit_NNVC_r2.mp4,PQ,8.476522446,93.323119,130.370000,34.250000,31.385000
Chimera3_1000nit.mp4,Chimera3_1000nit_NNVC_r3.mp4,PQ,7.141289234,82.836246,125.357000,32.969000,30.763000
Chimera3_1000nit.mp4,Chimera3_1000nit_VTM_r1.mp4,PQ,8.563323021,91.039306,131.155000,34.025000,31.458000
Chimera4_1000nit.mp4,Chimera4_1000nit_AVS3_r1.mp4,PQ,9.592335701,93.654546,146.979000,38.076000,34.644000
Chimera4_1000nit.mp4,Chimera4_1000nit_AVS3_r2.mp4,PQ,9.378684998,91.772182,144.704000,37.576000,34.310000
Chimera4_1000nit.mp4,Chimera4_1000nit_AVS3_r3.mp4,PQ,9.049332619,89.226738,141.964000,37.027000,33.899000
Chimera4_1000nit.mp4,Chimera4_1000nit_AVS3_r4.mp4,PQ,7.916736603,79.903331,135.981000,35.761000,33.010000
Chimera4_1000nit.mp4,Chimera4_1000nit_AlphaVC-P_r3.mp4,PQ,7.830980301,67.429513,131.820000,35.128000,32.358000
Chimera4_1000nit.mp4,Chimera4_1000nit_AlphaVC-P_r4.mp4,PQ,5.696328640,51.031188,123.392000,33.468000,31.113000
Chimera4_1000nit.mp4,Chimera4_1000nit_EEM_r4.mp4,PQ,5.698754311,61.470591,124.869000,34.088000,31.390000
Chimera4_1000nit.mp4,Chimera4_1000nit_LCEVC_QP31.mp4,PQ,7.516995430,77.415487,133.862000,35.461000,32.723000
Chimera4_1000nit.mp4,Chimera4_1000nit_LCEVC_QP33.mp4,PQ,6.969055176,72.775794,132.319000,35.057000,32.502000
Chimera4_1000nit.mp4,Chimera4_1000nit_LTM_r1.mp4,PQ,9.597673416,94.488158,144.526000,37.865000,34.258000
Chimera4_1000nit.mp4,Chimera4_1000nit_LTM_r2.mp4,PQ,8.034038544,81.453351,135.380000,35.868000,32.936000
Chimera4_1000nit.mp4,Chimera4_1000nit_LTM_r3.mp4,PQ,6.391148567,67.746402,131.021000,34.662000,32.332000
Chimera4_1000nit.mp4,Chimera4_1000nit_LTM_r4.mp4,PQ,5.484435081,59.637190,128.365000,34.069000,31.935000
Chimera4_1000nit.mp4,Chimera4_1000nit_NNVC_QP35.mp4,PQ,8.373492241,83.786810,136.201000,36.269000,32.957000
Chimera4_1000nit.mp4,Chimera4_1000nit_NNVC_QP37.mp4,PQ,7.926808834,80.271862,133.620000,35.846000,32.537000
Chimera4_1000nit.mp4,Chimera4_1000nit_NNVC_r1.mp4,PQ,9.845767021,97.159369,152.166000,39.230000,35.361000
Chimera4_1000nit.mp4,Chimera4_1000nit_NNVC_r2.mp4,PQ,9.452536583,92.260560,144.234000,37.794000,34.165000
Chimera4_1000nit.mp4,Chimera4_1000nit_NNVC_r3.mp4,PQ,8.900782585,87.828328,139.331000,36.878000,33.427000
Chimera4_1000nit.mp4,Chimera4_1000nit_NNVC_r4.mp4,PQ,6.555030823,68.866147,129.293000,34.791000,31.925000
Chimera4_1000nit.mp4,Chimera4_1000nit_VTM_QP32.mp4,PQ,8.644785881,85.010312,139.253000,36.482000,33.550000
Chimera4_1000nit.mp4,Chimera4_1000nit_VTM_QP40.mp4,PQ,6.573707581,68.008836,132.879000,34.790000,32.639000
Chimera4_1000nit.mp4,Chimera4_1000nit_VTM_r1.mp4,PQ,9.330643654,90.671314,142.984000,37.448000,34.045000
Chimera4_1000nit.mp4,Chimera4_1000nit_VTM_r2.mp4,PQ,7.478316307,75.559062,135.058000,35.426000,32.946000
Chimera4_1000nit.mp4,Chimera4_1000nit_VTM_r3.mp4,PQ,5.968474388,62.584601,131.276000,34.380000,32.401000
Chimera4_1000nit.mp4,Chimera4_1000nit_VTM_r4.mp4,PQ,4.474041939,49.066184,127.234000,33.384000,31.753000
Coffee1.mp4,Coffee1_AVS3_QP32.mp4,HLG,9.304488182,94.641804,139.004000,27.436000,25.902000
Coffee1.mp4,Coffee1_AVS3_QP36.mp4,HLG,9.074221611,92.520677,136.333000,26.990000,25.549000
Coffee1.mp4,Coffee1_AVS3_QP40.mp4,HLG,8.785957336,89.973341,133.389000,26.521000,25.155000
Coffee1.mp4,Coffee1_AVS3_QP44.mp4,HLG,8.404985428,86.409364,130.270000,25.949000,24.731000
Coffee1.mp4,Coffee1_AVS3_QP48.mp4,HLG,7.979611397,82.198650,127.277000,25.347000,24.299000
Coffee1.mp4,Coffee1_AlphaVC-P_QP0.mp4,HLG,8.987348557,89.209461,131.878000,26.240000,24.531000
Coffee1.mp4,Coffee1_AlphaVC-P_QP1.mp4,HLG,8.730607033,85.659652,129.713000,25.814000,24.268000
Coffee1.mp4,Coffee1_AlphaVC-P_QP2.mp4,HLG,8.484540939,82.387205,127.953000,25.460000,24.067000
Coffee1.mp4,Coffee1_AlphaVC-P_QP3.mp4,HLG,8.039317131,75.172561,123.900000,24.763000,23.628000
Coffee1.mp4,Coffee1_AlphaVC-P_QP4.mp4,HLG,7.407397270,67.696714,119.895000,24.009000,23.153000
Coffee1.mp4,Coffee1_DCVC-RT_QP0.mp4,HLG,5.888772964,62.166574,118.138000,23.047000,22.762000
Coffee1.mp4,Coffee1_DCVC-RT_QP21.mp4,HLG,7.812455654,81.674973,131.525000,25.290000,24.837000
Coffee1.mp4,Coffee1_DCVC-RT_QP27.mp4,HLG,8.380586624,86.667509,135.156000,25.976000,25.327000
Coffee1.mp4,Coffee1_DCVC-RT_QP42.mp4,HLG,8.930486679,92.120052,139.625000,26.821000,25.923000
Coffee1.mp4,Coffee1_EEM_QP0.mp4,HLG,9.208658218,94.868841,138.436000,27.126000,25.316000
Coffee1.mp4,Coffee1_EEM_QP1.mp4,HLG,8.728793144,90.230667,134.131000,26.316000,24.916000
Coffee1.mp4,Coffee1_EEM_QP2.mp4,HLG,8.376434326,87.071989,130.847000,25.822000,24.408000
Coffee1.mp4,Coffee1_EEM_QP3.mp4,HLG,7.307315350,77.256864,120.485000,24.536000,22.306000
Coffee1.mp4,Coffee1_LTM_QP21_2910.mp4,HLG,9.340768814,95.982550,138.836000,27.066000,26.022000
Coffee1.mp4,Coffee1_LTM_QP29_3451.mp4,HLG,8.693157196,89.373636,131.298000,26.077000,24.965000
Coffee1.mp4,Coffee1_LTM_QP38_4059.mp4,HLG,7.421704292,76.171495,122.783000,24.511000,23.734000
Coffee1.mp4,Coffee1_NNVC_QP22.mp4,HLG,9.631460190,98.872855,146.072000,28.644000,26.915000
Coffee1.mp4,Coffee1_NNVC_QP27.mp4,HLG,9.407500267,95.776005,141.019000,27.696000,26.231000
Coffee1.mp4,Coffee1_NNVC_QP32.mp4,HLG,9.062315941,92.445772,136.398000,27.022000,25.584000
Coffee1.mp4,Coffee1_NNVC_QP42.mp4,HLG,7.916795731,81.089730,126.399000,25.304000,24.128000
Coffee1.mp4,Coffee1_VTM_QP27.mp4,HLG,9.348498344,95.072970,139.616000,27.541000,25.988000
Coffee1.mp4,Coffee1_VTM_QP32.mp4,HLG,8.954337120,91.395661,135.327000,26.819000,25.368000
Coffee1.mp4,Coffee1_VTM_QP35.mp4,HLG,8.646038055,88.527218,132.529000,26.333000,24.978000
Coffee1.mp4,Coffee1_VTM_QP42.mp4,HLG,7.660633564,78.893380,125.621000,24.963000,23.956000
DroneShowEnding.mp4,DroneShowEnding_AVS3_QP28.mp4,HLG,9.708011627,98.199384,139.247000,29.601000,27.122000
DroneShowEnding.mp4,DroneShowEnding_AVS3_QP32.mp4,HLG,9.582486153,96.748524,135.133000,29.097000,26.676000
DroneShowEnding.mp4,DroneShowEnding_AVS3_QP36.mp4,HLG,9.431380272,95.164247,131.489000,28.634000,26.231000
DroneShowEnding.mp4,DroneShowEnding_AVS3_QP40.mp4,HLG,9.244206429,93.237082,127.787000,28.140000,25.735000
DroneShowEnding.mp4,DroneShowEnding_AVS3_QP44.mp4,HLG,8.989625931,90.489262,123.899000,27.578000,25.207000
DroneShowEnding.mp4,DroneShowEnding_AVS3_QP48.mp4,HLG,8.693725586,87.037154,120.311000,26.982000,24.704000
DroneShowEnding.mp4,DroneShowEnding_AlphaVC-P_QP3.mp4,HLG,8.120652199,73.982800,111.541000,25.601000,23.950000
DroneShowEnding.mp4,DroneShowEnding_AlphaVC-P_QP4.mp4,HLG,7.468251228,65.650000,107.036000,24.871000,23.365000
DroneShowEnding.mp4,DroneShowEnding_AlphaVC-P_QP5.mp4,HLG,6.458801270,55.633734,102.700000,24.092000,22.745000
DroneShowEnding.mp4,DroneShowEnding_DCVC-RT_QP6.mp4,HLG,7.831216812,77.795100,114.476000,25.737000,24.047000
DroneShowEnding.mp4,DroneShowEnding_DCVC_QP0.mp4,HLG,5.456798077,64.675094,107.049000,24.638000,23.115000
DroneShowEnding.mp4,DroneShowEnding_DCVC_QP13.mp4,HLG,7.801854134,80.201521,115.980000,26.077000,24.551000
DroneShowEnding.mp4,DroneShowEnding_DCVC_QP25.mp4,HLG,8.820410728,88.586558,123.329000,27.163000,25.550000
DroneShowEnding.mp4,DroneShowEnding_DCVC_QP38.mp4,HLG,9.321675301,93.835747,129.569000,28.131000,26.281000
DroneShowEnding.mp4,DroneShowEnding_EEM_QP2.mp4,HLG,8.967414856,90.975669,123.448000,27.422000,24.799000
DroneShowEnding.mp4,DroneShowEnding_EEM_QP3.mp4,HLG,8.042757034,81.389316,114.806000,26.068000,22.946000
DroneShowEnding.mp4,DroneShowEnding_NNVC_QP42.mp4,HLG,8.495572090,85.863418,119.391000,26.915000,24.469000
DroneShowEnding.mp4,DroneShowEnding_QP27_3316.mp4,HLG,9.103504181,92.809733,120.501000,26.826000,25.310000
DroneShowEnding.mp4,DroneShowEnding_QP35_3856.mp4,HLG,8.391356468,84.384048,114.416000,25.941000,24.128000
DroneShowEnding.mp4,DroneShowEnding_QP37_3991.mp4,HLG,8.116099358,81.223261,112.747000,25.655000,23.901000
DroneShowEnding.mp4,DroneShowEnding_QP42_4329.mp4,HLG,7.209092617,71.744200,108.089000,24.839000,23.177000
DroneShowEnding.mp4,DroneShowEnding_QP47_4667.mp4,HLG,6.059963226,59.273708,102.989000,23.846000,22.455000
DroneShowEnding.mp4,DroneShowEnding_VTM_QP32.mp4,HLG,9.371408463,94.590565,130.007000,28.525000,26.028000
DroneShowEnding.mp4,DroneShowEnding_VTM_QP37.mp4,HLG,9.029215813,90.805730,124.169000,27.673000,25.185000
DroneShowEnding.mp4,DroneShowEnding_VTM_QP42.mp4,HLG,8.493547440,84.875581,118.434000,26.683000,24.400000
DroneShowEnding.mp4,DroneShowEnding_VTM_QP47.mp4,HLG,7.629058838,75.612730,112.007000,25.527000,23.415000
FlyingBirds.mp4,FlyingBirds_AVS3_QP36.mp4,PQ,8.976916313,87.126476,146.621000,38.235000,35.912000
FlyingBirds.mp4,FlyingBirds_AVS3_QP40.mp4,PQ,8.622612953,82.526948,143.541000,37.528000,35.416000
FlyingBirds.mp4,FlyingBirds_AVS3_QP44.mp4,PQ,8.155530930,76.124403,140.376000,36.724000,34.898000
FlyingBirds.mp4,FlyingBirds_AVS3_QP48.mp4,PQ,7.665562630,69.273695,137.318000,35.941000,34.388000
FlyingBirds.mp4,FlyingBirds_AlphaVC-P_QP0.mp4,PQ,8.649273872,82.723550,140.872000,36.566000,34.520000
